inventory_code,prodcat_code,last_cost,stock_ind,unnamed:_5
579COLS06,23,0,Yes,0.0
582COL300Y,33,116,Yes,0.0
585COL579Y,33,480,Yes,0.0
586COL579,33,461,Yes,0.0
587COL579X,33,132,Yes,0.0
587COLA60,33,132,Yes,0.0
588COL300X,33,132,Yes,0.0
589COL300,33,132,Yes,0.0
589COL579X,33,132,Yes,0.0
589COL579Y,33,638,Yes,0.0
591COL300R,33,132,Yes,0.0
592COL300,33,132,Yes,0.0
592COL568,33,132,Yes,0.0
592COL579,33,132,Yes,0.0
595COLA83,34,116,Yes,0.0
596COLA84,34,116,Yes,0.0
597COL300,34,116,Yes,0.0
597COLA83,34,116,Yes,0.0
598COL300,34,116,Yes,0.0
600COL300,34,116,Yes,0.0
600COLA40,34,116,Yes,0.0
601COL300,34,116,Yes,0.0
601COLA40,34,116,Yes,0.0
602SCOL300,34,116,Yes,0.0
602SCOL579,34,116,Yes,0.0
603SCOL300,34,116,Yes,0.0
604SCOL300,34,116,Yes,0.0
636COL576/049,98,100,Yes,0.0
639COL435/052,98,100,Yes,0.0
639COL435/50,100,100,Yes,0.0
641 COL 5105,98,100,Yes,0.0
642 COL 102,100,166,Yes,0.0
643 COL 120,100,100,Yes,0.0
643COL5105,100,166,Yes,0.0
644 COL 102,100,166,Yes,0.0
649 COL 120,100,166,Yes,0.0
655 COL 120,100,133,Yes,0.0
656 COL 100,100,100,Yes,0.0
657COL101,100,133,Yes,0.0
658 COL 500,98,100,Yes,0.0
663 COL 103,98,166,Yes,0.0
663 COL 120,98,166,Yes,0.0
664 COL 5140,98,153,Yes,0.0
665 COL 120,100,100,Yes,0.0
667 COL 120,100,166,Yes,0.0
668 COL 120,100,166,Yes,0.0
668 COL 5140,100,166,Yes,0.0
670 COL 102,100,166,Yes,0.0
670 COL 103,98,166,Yes,0.0
670 COL 5591,100,133,Yes,0.0
670COL120,100,166,Yes,0.0
671 COL 102,100,166,Yes,0.0
671 COL 120,98,166,Yes,0.0
671COL103,100,166,Yes,0.0
671COL105,100,166,Yes,0.0
671COL120,100,166,Yes,0.0
672 COL 102,100,166,Yes,0.0
672 COL 5140,98,166,Yes,0.0
672COL103,100,166,Yes,0.0
672COL105,100,166,Yes,0.0
672COL120,100,166,Yes,0.0
673 COL 103,98,166,Yes,0.0
673 COL 105,98,166,Yes,0.0
673 COL 5140,98,166,Yes,0.0
673COL102,100,166,Yes,0.0
673COL103,100,166,Yes,0.0
673COL105,100,166,Yes,0.0
675 COL 100,100,166,Yes,0.0
676 COL 500,98,166,Yes,0.0
676 COL 5100,98,166,Yes,0.0
677 COL 100,100,166,Yes,0.0
677 COL 5100,98,166,Yes,0.0
677 COL 5579,98,166,Yes,0.0
679 COL 5103,98,166,Yes,0.0
680 COL 615,100,100,Yes,0.0
681 COL 120,100,166,Yes,0.0
681 COL 5140,100,166,Yes,0.0
682 COL 5140,98,100,Yes,0.0
682 COL 540,100,100,Yes,0.0
683 COL 102,100,166,Yes,0.0
685 COL 101,100,100,Yes,0.0
686COL589,100,143,Yes,0.0
687COL149,100,153,Yes,0.0
688COL420,100,100,Yes,0.0
688COL5540,8,100,Yes,0.0
689COL584,100,143,Yes,0.0
690COL421/50,100,100,Yes,0.0
691COL421,100,100,Yes,0.0
694COL505/049,100,114,Yes,0.0
7015COL226/52,100,148,Yes,0.0
703 COL 120,100,122,Yes,0.0
706COL101,100,166,Yes,0.0
707 COL 120,100,166,Yes,0.0
707COL101,100,100,Yes,0.0
707COL120,8,166,Yes,0.0
709 COL 9507,100,166,Yes,0.0
710COL579,8,102,Yes,0.0
711 COL 9507,98,143,Yes,0.0
712 COL 201,100,166,Yes,0.0
7120 COL 426,100,166,Yes,0.0
7120COL030,6,166,Yes,0.0
7120COL070,100,166,Yes,0.0
713 COL 220,100,166,Yes,0.0
714 COL 9591,100,166,Yes,0.0
715 COL 9579,98,102,Yes,0.0
718COL201,100,153,Yes,0.0
719 COL 9579,100,166,Yes,0.0
7212COL700,6,100,Yes,0.0
7213COL700,6,100,Yes,0.0
7213COL713,100,100,Yes,0.0
7214COL713,6,100,Yes,0.0
7220COL710/53,100,100,Yes,0.0
7222COL847,6,100,Yes,0.0
7223COL700,6,100,Yes,0.0
7225COLU25,6,100,Yes,0.0
7226COL700,6,100,Yes,0.0
7226COL847,6,100,Yes,0.0
7227COL954/52,100,114,Yes,0.0
7228COL700/52,100,114,Yes,0.0
7229COL710/52,100,114,Yes,0.0
722COL289/50,100,114,Yes,0.0
7235COL700,6,133,Yes,0.0
7235COL710,6,133,Yes,0.0
7236COL700,6,133,Yes,0.0
7236COL710,6,133,Yes,0.0
7246COLV46/45,95,100,Yes,0.0
7246COLV47/45,95,100,Yes,0.0
7246COLV49/45,95,100,Yes,0.0
7247COL700X,6,140,Yes,0.0
7247COLU53,6,140,Yes,0.0
7247COLZ30,6,140,Yes,0.0
7247COLZ92,6,140,Yes,0.0
724COL289/51,100,114,Yes,0.0
725COL563/48,100,100,Yes,0.0
725COL563/50,100,100,Yes,0.0
725COLQ56/48,100,100,Yes,0.0
725COLQ57/48,100,100,Yes,0.0
725COLQ58/48,100,100,Yes,0.0
726COL563/47,7,100,Yes,0.0
727COL552/50,98,100,Yes,0.0
727COL563/50,98,100,Yes,0.0
728COL392/50,98,100,Yes,0.0
728COL531/50,98,100,Yes,0.0
728COL563/48,100,100,Yes,0.0
728COL563/50,98,100,Yes,0.0
728COL583/50,98,100,Yes,0.0
735COL220,8,112,Yes,0.0
735COL9552,8,112,Yes,0.0
736COL668,8,112,Yes,0.0
737COL220,8,112,Yes,0.0
738COL220,8,112,Yes,0.0
739COL201,8,112,Yes,0.0
741COL647,8,112,Yes,0.0
742COL647,8,112,Yes,0.0
743COL591,100,112,Yes,0.0
743COL647,8,112,Yes,0.0
745COL220/49,7,114,Yes,0.0
747COL220/50,98,114,Yes,0.0
748COL220/49,100,114,Yes,0.0
749COL300/49,100,114,Yes,0.0
749COL567/49,100,114,Yes,0.0
7502COLL20/5618,100,114,Yes,0.0
7502COLL40/56,100,100,Yes,0.0
7503COL070,100,166,Yes,0.0
7508COL103,6,181,Yes,0.0
7508COL120,100,181,Yes,0.0
7509COL103,6,181,Yes,0.0
7509COL120,6,181,Yes,0.0
7509COL145,6,181,Yes,0.0
750COL300/50,100,114,Yes,0.0
750COL567/50,100,114,Yes,0.0
7510COL103,6,181,Yes,0.0
7510COL120,6,181,Yes,0.0
7510COL145,6,181,Yes,0.0
7513COL208/054,95,100,Yes,0.0
7513COL209/56,100,100,Yes,0.0
7514COL240/056,95,114,Yes,0.0
7515 COL220/56,95,100,Yes,0.0
7516COL220/054,95,100,Yes,0.0
7517COL240/055,95,100,Yes,0.0
751COL300/51,100,114,Yes,0.0
751COL567/51,100,114,Yes,0.0
7521COL103,6,181,Yes,0.0
7522COL107,6,181,Yes,0.0
7523 COL 120,95,181,Yes,0.0
7523COL100,6,153,Yes,0.0
7525COL103,6,181,Yes,0.0
7527COL103,6,133,Yes,0.0
7528 COL 103,95,133,Yes,0.0
7528COL120,6,166,Yes,0.0
7529COL229/053,95,114,Yes,0.0
7531COL220/054,100,114,Yes,0.0
7532COL220/053,100,114,Yes,0.0
7537 COL 220,95,166,Yes,0.0
7538 COL 120,95,166,Yes,0.0
7539 COL 101,95,166,Yes,0.0
7540 COL 120,95,166,Yes,0.0
7541COL220/51,100,144,Yes,0.0
7542COL220/50,100,114,Yes,0.0
7543COL220/49,95,114,Yes,0.0
7544COL267/54,95,114,Yes,0.0
7545COL267/54,100,114,Yes,0.0
7546COL267/51,95,114,Yes,0.0
7546COL267/53,100,114,Yes,0.0
7547COL236/50,95,114,Yes,0.0
7547COL267/50,95,114,Yes,0.0
7551COL268,6,133,Yes,0.0
7553COL268,6,133,Yes,0.0
7554COL233,6,133,Yes,0.0
7555COL233,6,166,Yes,0.0
7556COL233,6,133,Yes,0.0
7557COL268,6,133,Yes,0.0
7558COL268,6,133,Yes,0.0
7559COL268,6,133,Yes,0.0
7560COL268,6,133,Yes,0.0
7561COL220/56,95,114,Yes,0.0
7562COL220/55,95,114,Yes,0.0
7563COL220/54,95,114,Yes,0.0
7564COL201/56,95,114,Yes,0.0
7564COL240/56,95,114,Yes,0.0
7564COL320/56,95,114,Yes,0.0
7566COL201/53,95,119,Yes,0.0
7566COL240/53,95,119,Yes,0.0
7566COL320/53,95,119,Yes,0.0
7567COL292/52,95,119,Yes,0.0
7568COL220/52,95,119,Yes,0.0
7568COLQ52/52,95,119,Yes,0.0
7568COLQ59/52,95,119,Yes,0.0
7569COL292/53,95,119,Yes,0.0
7570COL292/53,95,119,Yes,0.0
7571COL201,6,181,Yes,0.0
7571COL220,6,181,Yes,0.0
7571COL259,6,181,Yes,0.0
7571COL259Y,6,181,Yes,0.0
7572COL201,6,181,Yes,0.0
7572COL220,6,181,Yes,0.0
7572COL259,95,181,Yes,0.0
7572COL259Y,6,181,Yes,0.0
7573COL201,6,181,Yes,0.0
7573COL220,6,181,Yes,0.0
7573COL259,6,181,Yes,0.0
7573COL259Y,6,181,Yes,0.0
7573COLK09,6,181,Yes,0.0
7574COL220,6,181,Yes,0.0
7574COL249,6,181,Yes,0.0
7574COL250,6,181,Yes,0.0
7575COL220,6,181,Yes,0.0
7575COL249,6,181,Yes,0.0
7576COL220,6,181,Yes,0.0
7576COL249,6,181,Yes,0.0
7576COL250,6,181,Yes,0.0
7576COLQ93,6,181,Yes,0.0
7577COL250,6,153,Yes,0.0
7577COL250/55,100,100,Yes,0.0
7577COL368,6,153,Yes,0.0
7577COL368/55,95,100,Yes,0.0
7578COL250,6,153,Yes,0.0
7578COL250/54,95,100,Yes,0.0
7578COL257,6,153,Yes,0.0
7578COL257/54,95,100,Yes,0.0
7579COL250,6,153,Yes,0.0
7579COL250/54,95,100,Yes,0.0
7579COL257,6,153,Yes,0.0
7579COL257/54,95,100,Yes,0.0
7579COL368,6,159,Yes,0.0
7579COL368/54,95,100,Yes,0.0
7583COLF27/53,95,153,Yes,0.0
7585COL216/48,95,153,Yes,0.0
7585COL673/48,95,153,Yes,0.0
7585COLF27/48,95,153,Yes,0.0
7585COLK50/48,95,153,Yes,0.0
7587COL673/51,95,153,Yes,0.0
7587COLF27/51,95,153,Yes,0.0
7587COLK50/51,95,153,Yes,0.0
7588COLF27/53,95,153,Yes,0.0
7588COLH25/53,100,153,Yes,0.0
7588COLK50/53,95,153,Yes,0.0
7588COLK51/53,95,153,Yes,0.0
7588COLK59/53,95,153,Yes,0.0
764COL647,8,100,Yes,0.0
764COL9581,8,100,Yes,0.0
765COL647,8,100,Yes,0.0
765COL9581,8,100,Yes,0.0
769COL531/47,100,114,Yes,0.0
769COLQ11/49,98,114,Yes,0.0
769COLQ12/49,98,114,Yes,0.0
769COLQ12/51,98,114,Yes,0.0
770COL531/48,100,114,Yes,0.0
772COLQ12/48,98,114,Yes,0.0
773COLW26/50,98,114,Yes,0.0
775COLW46/49,7,114,Yes,0.0
780COLQ14/48,100,114,Yes,0.0
783COL300/50,98,114,Yes,0.0
783COL619/50,98,114,Yes,0.0
785COL220,100,133,Yes,0.0
785COLQ11,8,133,Yes,0.0
786COL201,8,133,Yes,0.0
786COL220,8,133,Yes,0.0
786COL568,100,133,Yes,0.0
786COL588,8,133,Yes,0.0
786COL647,8,133,Yes,0.0
786COLQ11,8,133,Yes,0.0
787COL201,8,133,Yes,0.0
787COL531,8,133,Yes,0.0
787COL581,8,133,Yes,0.0
787COLQ11,100,133,Yes,0.0
788COL581,8,112,Yes,0.0
788COL588,8,112,Yes,0.0
789COL201,8,153,Yes,0.0
789COL220,8,153,Yes,0.0
789COL584,8,153,Yes,0.0
790COL530,8,133,Yes,0.0
792COL584,8,153,Yes,0.0
792COL589,8,153,Yes,0.0
792COL642,98,153,Yes,0.0
792COLQ11,8,153,Yes,0.0
793COL579,8,133,Yes,0.0
793COL590,8,133,Yes,0.0
793COL642,8,153,Yes,0.0
794COL590,8,153,Yes,0.0
794COL642,100,153,Yes,0.0
796COL531,8,153,Yes,0.0
796COL568,8,153,Yes,0.0
796COL579,8,153,Yes,0.0
799COL531,8,112,Yes,0.0
799COL579,8,112,Yes,0.0
800COL568,8,112,Yes,0.0
800COLQ11,8,112,Yes,0.0
801COL300,8,133,Yes,0.0
801COL552,8,133,Yes,0.0
801COLQ11,8,133,Yes,0.0
8022COL505,14,100,Yes,0.0
8022COL9581,14,100,Yes,0.0
8024COL505,14,100,Yes,0.0
8024COL531,14,100,Yes,0.0
8024COL9531,14,100,Yes,0.0
8025COL531,14,100,Yes,0.0
8025COL9531,14,100,Yes,0.0
8025COL9581,14,100,Yes,0.0
8028COL5531,100,100,Yes,0.0
8028COL5581,14,100,Yes,0.0
8028COL606,14,100,Yes,0.0
8028COL619,14,100,Yes,0.0
8028COL689,14,100,Yes,0.0
8028COL9581,14,100,Yes,0.0
8029COL5531,100,100,Yes,0.0
8029COL689,97,100,Yes,0.0
8029COL9581,100,100,Yes,0.0
802COL568,8,122,Yes,0.0
8030COL517,14,112,Yes,0.0
8030COL5581,14,112,Yes,0.0
8030COL9531,14,112,Yes,0.0
8033COL536,97,112,Yes,0.0
8033COL9500,14,112,Yes,0.0
8033COL9531,14,112,Yes,0.0
8034COL249,14,100,Yes,0.0
8034COL568,14,100,Yes,0.0
8035COL249,14,100,Yes,0.0
8035COL581,14,100,Yes,0.0
8035COL695,14,100,Yes,0.0
8036COL249,14,100,Yes,0.0
8037COL568,14,100,Yes,0.0
8037COL697,14,100,Yes,0.0
8038COL240,14,100,Yes,0.0
8038COL590,14,100,Yes,0.0
8038COL670,97,100,Yes,0.0
8038COL694,97,100,Yes,0.0
8038COL696,97,100,Yes,0.0
8038COLQ03,97,100,Yes,0.0
8039COL240,14,100,Yes,0.0
8039COL590,14,100,Yes,0.0
8039COL670,14,100,Yes,0.0
8039COL694,97,100,Yes,0.0
8039COL696,97,100,Yes,0.0
8039COLQ03,97,100,Yes,0.0
803COL531,8,122,Yes,0.0
803COL568,8,122,Yes,0.0
8040COL240,14,100,Yes,0.0
8040COL590,14,100,Yes,0.0
8040COL670,14,100,Yes,0.0
8040COL694,14,100,Yes,0.0
8040COL696,97,100,Yes,0.0
8040COLQ03,14,100,Yes,0.0
8041COL240,14,100,Yes,0.0
8041COL591,14,100,Yes,0.0
8041COL686,14,100,Yes,0.0
8041COL688,14,100,Yes,0.0
8041COL691,14,100,Yes,0.0
8041COL696,14,100,Yes,0.0
8041COL9591,14,100,Yes,0.0
8042COL700,97,100,Yes,0.0
8042COL954,100,100,Yes,0.0
8043COL704,14,100,Yes,0.0
8045COL581,14,166,Yes,0.0
8045COLK13,14,166,Yes,0.0
8045COLQ77,14,166,Yes,0.0
8045COLQ87,100,166,Yes,0.0
8046COL531,14,166,Yes,0.0
8047COLQ87,14,133,Yes,0.0
8048COL531,14,133,Yes,0.0
8048COLQ87,97,133,Yes,0.0
8049COL531,14,100,Yes,0.0
8049COLK16,14,100,Yes,0.0
8049COLQ87,14,100,Yes,0.0
804COL021,8,100,Yes,0.0
804COL022,8,112,Yes,0.0
8056MCOLF29/52,100,114,Yes,0.0
8057MCOLF29/50,19,114,Yes,0.0
8057MCOLK74/50,19,114,Yes,0.0
8058MCOLF29/48,19,114,Yes,0.0
805COL024,8,112,Yes,0.0
8060MCOLK74/50,97,114,Yes,0.0
8061MCOLK74/50,97,114,Yes,0.0
8063MCOL552/51,97,114,Yes,0.0
8065MCOL722/48,97,114,Yes,0.0
8065MCOL954/48,97,114,Yes,0.0
8067COLK19/49,97,114,Yes,0.0
8068COLK81/51,97,114,Yes,0.0
8070COL568/50,97,114,Yes,0.0
8070COLK19/50,97,114,Yes,0.0
8070COLK63/50,97,114,Yes,0.0
8071COL581/48,97,114,Yes,0.0
8071COLK19/48,97,114,Yes,0.0
8071COLK63/48,97,114,Yes,0.0
8072COL568/48,97,114,Yes,0.0
8072COLK19/48,97,114,Yes,0.0
8072COLK63/48,97,114,Yes,0.0
8073MCOL300/51,97,114,Yes,0.0
8073MCOL627/51,97,114,Yes,0.0
8073MCOLQ11/51,97,114,Yes,0.0
8074MCOL201,97,153,Yes,0.0
8074MCOL220,14,153,Yes,0.0
8075MCOL201,14,143,Yes,0.0
8075MCOL220,14,143,Yes,0.0
8075MCOLK03,14,143,Yes,0.0
8078MCOL201,14,153,Yes,0.0
8078MCOL531,14,153,Yes,0.0
8078MCOL568,14,153,Yes,0.0
8078MCOLK03,14,153,Yes,0.0
8079MCOL568,14,153,Yes,0.0
8079MCOL581,14,153,Yes,0.0
8080MCOL201,14,153,Yes,0.0
8081MCOL627,97,133,Yes,0.0
8083MCOL568,14,153,Yes,0.0
8083MCOL627,14,153,Yes,0.0
8084MCOL568,14,153,Yes,0.0
8085COL568/49,97,131,Yes,0.0
8085COLK17/49,97,131,Yes,0.0
8085COLQ11/49,97,131,Yes,0.0
8085COLQ12/49,97,131,Yes,0.0
8086COL568/53,97,131,Yes,0.0
8086COL581/53,97,131,Yes,0.0
8086COLK17/53,97,131,Yes,0.0
8086COLQ11/53,97,131,Yes,0.0
8087COL568/50,97,131,Yes,0.0
8087COLK17/50,97,131,Yes,0.0
8087COLQ11/50,97,131,Yes,0.0
8087COLQ12/50,97,131,Yes,0.0
8094COL531,14,166,Yes,0.0
8094COL642,14,166,Yes,0.0
8095COL300,14,140,Yes,0.0
8098COL627,14,114,Yes,0.0
8098COLR07,14,114,Yes,0.0
8099COL627,14,114,Yes,0.0
8099COLR07,14,114,Yes,0.0
8102MCOLR02,14,153,Yes,0.0
8103COL642,14,143,Yes,0.0
8105COL642,14,143,Yes,0.0
8106COL300,14,143,Yes,0.0
8106COL642,14,143,Yes,0.0
8106COLR10,14,143,Yes,0.0
8107COL531,14,166,Yes,0.0
8107COL642,14,166,Yes,0.0
8107COLR10,14,166,Yes,0.0
8110MCOLK05/48,97,119,Yes,0.0
8110MCOLQ35/48,97,119,Yes,0.0
8111MCOLK05/48,97,119,Yes,0.0
8112MCOLK01/51,97,104,Yes,0.0
8113ACOL568/45,19,104,Yes,0.0
8113COL568/45,19,104,Yes,0.0
8113MCOL568/47,19,136,Yes,0.0
8114A(Q14)49,97,104,Yes,0.0
8114MCOLQ14/49,97,136,Yes,0.0
8115MCOL531/48,19,100,Yes,0.0
8115MCOLK05/48,19,100,Yes,0.0
8115MCOLR30/48,19,100,Yes,0.0
8116MCOL531/48,19,114,Yes,0.0
8117MCOL531/48,19,114,Yes,0.0
8117MCOLR30/48,19,114,Yes,0.0
8118MCOL531/46,19,114,Yes,0.0
8119MCOL568/47,97,114,Yes,0.0
8120MCOL568/49,19,114,Yes,0.0
8121MCOL200/51,19,114,Yes,0.0
8122MCOL505/47,19,100,Yes,0.0
8122MCOL568(47),97,100,Yes,0.0
8122MCOL650/47,97,100,Yes,0.0
8123MCOL505/48,97,100,Yes,0.0
8123MCOL568/48,97,100,Yes,0.0
8123MCOL650/48,97,100,Yes,0.0
8124MCOL505/49,19,114,Yes,0.0
8124MCOL568/49,19,114,Yes,0.0
8124MCOL650/49,19,114,Yes,0.0
8125MCOL505/48,97,114,Yes,0.0
8125MCOL568/48,97,114,Yes,0.0
8125MCOL650/48,19,114,Yes,0.0
8126MCOL505/47,97,100,Yes,0.0
8126MCOL531/47,97,100,Yes,0.0
8126MCOL568/47,19,100,Yes,0.0
8126MCOL650/47,97,100,Yes,0.0
8127MCOL505/47,97,114,Yes,0.0
8127MCOL568/47,19,114,Yes,0.0
8127MCOL650/47,97,114,Yes,0.0
8131COL531,14,166,Yes,0.0
8131COL568,14,166,Yes,0.0
8131COL627,14,166,Yes,0.0
8132COL531,14,166,Yes,0.0
8132COL627,14,166,Yes,0.0
8132COLR85,14,166,Yes,0.0
8133COLR86,14,153,Yes,0.0
8134COL531,14,153,Yes,0.0
8134COL584,14,153,Yes,0.0
8135COL531,14,153,Yes,0.0
8135COL584,14,153,Yes,0.0
8135COLK03,14,153,Yes,0.0
8135COLR86,14,153,Yes,0.0
8137COL642,14,153,Yes,0.0
8137COL648,14,153,Yes,0.0
8138COL642,14,153,Yes,0.0
8139COL531,14,153,Yes,0.0
8139COL568,14,153,Yes,0.0
8139COL648,14,153,Yes,0.0
813COL568/50,7,119,Yes,0.0
813COLQ35/50,97,119,Yes,0.0
8141MCOL531,14,143,Yes,0.0
8141MCOL568,14,143,Yes,0.0
8141MCOL627,14,143,Yes,0.0
8141MCOLP05,14,143,Yes,0.0
8146MCOL568,14,153,Yes,0.0
8146MCOLK03,14,153,Yes,0.0
8147COL531,14,153,Yes,0.0
8149COL584,14,153,Yes,0.0
8149COLK03,14,153,Yes,0.0
8149COLR86,14,153,Yes,0.0
814COL508/50,7,119,Yes,0.0
8150COL531,14,166,Yes,0.0
8151COL531X,14,166,Yes,0.0
8151COL627,14,166,Yes,0.0
8151COL697,14,166,Yes,0.0
8158MCOLK05/49,40,195,Yes,0.0
8160MCOLS20/48,40,116,Yes,0.0
8161MCOL531/49,40,116,Yes,0.0
8161MCOL579/49,40,116,Yes,0.0
8161MCOL627/49,40,206,Yes,0.0
8161MCOLK62,40,116,Yes,0.0
8161MCOLR10/49,40,206,Yes,0.0
8162MCOL627/46,40,116,Yes,0.0
8162MCOLK62/46,97,116,Yes,0.0
8163ACOL531,40,233,Yes,0.0
8163COL531/51,40,124,Yes,0.0
8163MCOL531/51,40,116,Yes,0.0
8165MCOL531/48,40,116,Yes,0.0
8166MCOL531/49,40,116,Yes,0.0
8166MCOLR72/51,40,202,Yes,0.0
8175MCOL531,14,132,Yes,0.0
8175MCOL568X,14,132,Yes,0.0
8176MCOL531,14,132,Yes,0.0
8176MCOL568X,14,132,Yes,0.0
8176MCOL581,14,254,Yes,0.0
817COL300/50,7,128,Yes,0.0
817COLQ11/50,7,128,Yes,0.0
8180MCOL531X,14,245,Yes,0.0
8180MCOL568,14,132,Yes,0.0
8180MCOL568X,14,132,Yes,0.0
8180MCOL579,97,245,Yes,0.0
8182MCOL531,97,132,Yes,0.0
8182MCOL627,97,132,Yes,0.0
8183MCOL531,14,132,Yes,0.0
8183MCOL627,97,132,Yes,0.0
8184COL530/50,97,157,Yes,0.0
8184COL581/50,97,157,Yes,0.0
8184COL648/50,97,157,Yes,0.0
8185COL530/49,97,157,Yes,0.0
8185COL581/49,48,157,Yes,0.0
8185COL648/49,48,157,Yes,0.0
8186COL530/50,40,229,Yes,0.0
8186COL581/50,97,116,Yes,0.0
8186COL648/50,97,229,Yes,0.0
8187MCOL531,14,132,Yes,0.0
8187MCOL627,97,160,Yes,0.0
8188MCOL531,14,132,Yes,0.0
8188MCOL627,14,234,Yes,0.0
8189MCOL531,14,164,Yes,0.0
8189MCOL531X,14,132,Yes,0.0
8189MCOL568,14,245,Yes,0.0
8189MCOL568X,14,132,Yes,0.0
8189MCOLK05,97,234,Yes,0.0
818COLQ11/48,7,128,Yes,0.0
818COLQ35/48,7,128,Yes,0.0
8190COL531X,14,132,Yes,0.0
8190MCOL531,14,164,Yes,0.0
8190MCOL568,14,189,Yes,0.0
8190MCOL568X,14,132,Yes,0.0
8190MCOLK05,14,132,Yes,0.0
8191COL531,14,132,Yes,0.0
8191COL581,14,132,Yes,0.0
8192COL504,97,132,Yes,0.0
8192COL627,14,132,Yes,0.0
8193COL530,14,132,Yes,0.0
8193COL530X,14,132,Yes,0.0
8193COL581,14,132,Yes,0.0
8193COL581X,14,132,Yes,0.0
8193COL581Y,14,132,Yes,0.0
8193COLC07,14,132,Yes,0.0
8195COL530,14,132,Yes,0.0
8195COL530X,14,132,Yes,0.0
8195COL581,14,132,Yes,0.0
8195COL581X,14,132,Yes,0.0
8195COL581Y,14,132,Yes,0.0
8195COLC07,14,132,Yes,0.0
8204MCOL568/52,40,116,Yes,0.0
8204MCOLL04/52,40,116,Yes,0.0
8204MCOLR10/52,40,189,Yes,0.0
8206MCOL530/51,40,116,Yes,0.0
8206MCOLL04/51,40,203,Yes,0.0
8206MCOLR10/51,40,203,Yes,0.0
8207MCOL627/46,40,116,Yes,0.0
8207MCOLL05/46,40,116,Yes,0.0
8207MCOLL06/46,40,116,Yes,0.0
8207MCOLL07/46,40,116,Yes,0.0
8209MCOL627/48,40,209,Yes,0.0
8209MCOLL07/48,40,209,Yes,0.0
8209MCOLR72,40,116,Yes,0.0
820COL300/49,7,128,Yes,0.0
820COL568/49,7,128,Yes,0.0
820COLQ35/49,7,128,Yes,0.0
8211MCOL568/48,40,116,Yes,0.0
8211MCOLL18/48,40,116,Yes,0.0
8212MCOL531/52,40,203,Yes,0.0
8213MCOL531/47,40,116,Yes,0.0
8213MCOL568/47,40,202,Yes,0.0
8213MCOL581/47,40,116,Yes,0.0
8213MCOLL18/47,40,186,Yes,0.0
8214COL531/46,40,180,Yes,0.0
8214MCOL531/46,40,116,Yes,0.0
8214MCOL568/46,40,180,Yes,0.0
8214MCOLR72/46,40,196,Yes,0.0
8215MCOL531/51,40,168,Yes,0.0
8215MCOL568/51,40,116,Yes,0.0
8215MCOL581/51,40,196,Yes,0.0
8215MCOLR72/51,40,196,Yes,0.0
8216MCOL627/51,40,116,Yes,0.0
8216MCOL627/53,19,116,Yes,0.0
8217MCOL627/48,19,203,Yes,0.0
8217MCOL627/50,40,116,Yes,0.0
8217MCOLL05/48,40,203,Yes,0.0
8217MCOLL05/50,40,116,Yes,0.0
8217MCOLL06/48,40,203,Yes,0.0
8217MCOLL06/50,40,116,Yes,0.0
8217MCOLL07/48,40,203,Yes,0.0
8217MCOLL07/50,40,116,Yes,0.0
8217MCOLR96,40,116,Yes,0.0
8218COL581/51,40,116,Yes,0.0
8218COLA31/51,40,116,Yes,0.0
8219COL568/49,40,202,Yes,0.0
8219COLA31/49,40,116,Yes,0.0
821COL568/47,7,124,Yes,0.0
821COLQ11/47,7,124,Yes,0.0
821COLQ35/47,7,124,Yes,0.0
8225M568X,31,132,Yes,0.0
8225MCOL568,31,132,Yes,0.0
8225MCOL579Y,31,132,Yes,0.0
8228MCOL579,31,265,Yes,0.0
8228MCOL579Y,31,132,Yes,0.0
8228MCOLK05,31,132,Yes,0.0
8229MCOL568Y,31,132,Yes,0.0
8231MCOL568Y,31,132,Yes,0.0
8238COLL25,40,132,Yes,0.0
8239MCOL300,40,116,Yes,0.0
8239MCOLA10,40,116,Yes,0.0
8239MCOLR72,40,116,Yes,0.0
823COL581/49,7,124,Yes,0.0
823COLQ11/49,7,124,Yes,0.0
8240MCOL300,40,116,Yes,0.0
8240MCOL568,40,116,Yes,0.0
8242MCOL568,40,116,Yes,0.0
8242MCOLR72,40,116,Yes,0.0
8243MCOL568,40,116,Yes,0.0
8244MCOL568,40,116,Yes,0.0
8244MCOLL25,40,116,Yes,0.0
8244MCOLR08,39,116,Yes,0.0
8245MCOLL60,40,116,Yes,0.0
8246COL568,40,116,Yes,0.0
8248MCOLR72,40,116,Yes,0.0
824COL200/47,7,124,Yes,0.0
824COL531/47,7,124,Yes,0.0
825MCOL201,8,122,Yes,0.0
825MCOLH29,8,122,Yes,0.0
825MCOLQ11,8,122,Yes,0.0
826MCOLQ11,8,102,Yes,0.0
827MCOL201,8,153,Yes,0.0
827MCOL568,8,153,Yes,0.0
827MCOL581,8,153,Yes,0.0
827MCOLH29,8,153,Yes,0.0
827MCOLQ11,8,153,Yes,0.0
828MCOL568,8,112,Yes,0.0
828MCOLH29,8,112,Yes,0.0
828MCOLQ11,8,112,Yes,0.0
829MCOL581,8,102,Yes,0.0
830MCOL201,8,153,Yes,0.0
830MCOL568,8,153,Yes,0.0
830MCOL581,8,153,Yes,0.0
830MCOLQ11,8,153,Yes,0.0
832MCOL201,8,122,Yes,0.0
832MCOL568,8,114,Yes,0.0
834MCOL531,8,122,Yes,0.0
834MCOLK05,8,122,Yes,0.0
